"Name","Loop","FollowParent","ShakeScreen","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth"
,,,,,,"SWF","sc/effects.sc","inferno_hit",,,"Object",,,,,,,
"inferno_muzzle","true",,,,,"SWF","sc/effects.sc","inferno_shoot",,,"Above",,,,,,,-1
"inferno_stage2_root","true",,,,,"SWF","sc/effects.sc","inferno_stage2_root",,,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"inferno_stage2_sparks",,"Base",,,,,,,
"inferno_stage3_root","true",,,,,"SWF","sc/effects.sc","inferno_stage3_root",,,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"inferno_stage3_sparks",,"Base",,,,,,,
"inferno_muzzle_stage2","true",,,,,"SWF","sc/effects.sc","inferno_shoot_st2",,,"Above",,,,,,,-1
,,,,,,"ParticleEmitter",,,"inferno_stage2_peak_flame",,"Above",,,,,,,
"inferno_muzzle_stage3","true",,,,,"SWF","sc/effects.sc","inferno_shoot_st3",,,"Above",,,,,,,-1
,,,,,,"ParticleEmitter",,,"inferno_stage3_peak_flame",,"Above",,,,,,,
"BombTower_die",,,400,50,"sound_bomb_tower_die","ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
"BombTower_projectile_hit",,,,,"sound_BombTower_projectile_hit","ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"BlueSparkEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"cannon_glow",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"BombTower_hit_flame",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"HitEffectParticles",,"Object",,,,,,,
"Rocket_Emitter","true","true",,,,"ParticleEmitter",,,"Rocket_Emitter_Smoketrail",,"Object",,50,,,,,
,,,,,,"ParticleEmitter",,,"Rocket_Emitter_Sparks",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"Rocket_Emitter_Glow",,"Above",,,,,,,
,,,,800,,"ParticleEmitter",,,"Rocket_Emitter_Smoketrail",,"Object",,,,,,,
"Rocket_explosion",,,1500,,"sound_rocket_explosion","ParticleEmitter",,,"Fireball_explosion_smoke",,"Object",,100,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_glow",,"Object",,,,,,,
,,,,,,"ParticleEmitter","sc/effects.sc","explosion_glow1","Fireball_explosion_sparks",,"Object",,,,,,,
,,,,10,,"ParticleEmitter",,,"explosion_gradients",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_shadow",,"Shadow",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_fire",,"Object",,,,,,,
,,,,300,,"ParticleEmitter",,,"explosion_continousFire",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"explosion_glow",,"Above",,,,,,,
"Rocket_spawn",,,,,,,,,,,,,,,,,,
,,,,,"sound_rocket_spawn",,,,,,,,,,,,,
"Spell_freeze_loop","true",,,,,"ParticleEmitter",,,"Spell_freeze_snowflake1_loop",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"Spell_freeze_snowflake2_loop",,"Object",,,,,,,
"Spell_freeze_ground",,,,,,"SWF","sc/effects.sc","freeze_effect_ground",,,"Base",,,,,,,
"Spell_freeze_cast",,,,,"sound_freeze_deploy","Effect",,,,,"Above",,,,,,,
"level_up_hud",,,,,,"ParticleEmitter",,,"Death_sparkle_still1",,"Above",,,,,,"replay_drag_enemy",
"summoner_attack",,,,,"Cannon Fire","ParticleEmitter",,,"cannon_glow_top",,"Above",,1,,,,,
,,,,,,"ParticleEmitter",,,"cannon_smoke1",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"cannon_firePareticles",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"cannon_glow",,"Object",,,,,,,
"KingTowerExplode",,,2000,50,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"KingTower_destroyed_ground",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
"Spell_lightning_effect",,,1000,200,"sound_musketeer_attack","ParticleEmitter",,,"Spell_ligntning_smoke1",,"Object",,,,,,,
,,,,200,,"ParticleEmitter",,,"Spell_lightning_hitSpot",,"Ground",,,,,,,
,,,,200,,"ParticleEmitter",,,"Spell_lightning_hitSpot2",,"Above",,,,,,,
,,,,100,,"ParticleEmitter",,,"Spell_lightning_bolt",,"Above",,,,,,,
,,,,50,,"ParticleEmitter",,,"Spell_lightning_sparks",,"Object",,,,,,,
,,,,50,,"ParticleEmitter",,,"Spell_lightning_Flash",,"Ground",,,,,,,
,,,,50,,"ParticleEmitter",,,"Spell_lightning_Rock_debris",,"Base",,,,,,,
,,,,100,,"ParticleEmitter",,,"Spell_lightning_Rock_debris2",,"Base",,,,,,,
,,,,300,,"ParticleEmitter",,,"Spell_lightning_electric",,"Base",,,,,,,
"Spell_lightning_ground",,,,,,,,,,,,,,,,,,
"Spell_lightning_cast",,,,,,"Effect",,,,,"Above",,,,,,,
"Spell_zap_effect",,,250,150,"sound_spell_zap","ParticleEmitter",,,"Spell_zap_smoke1",,"Object",,,,,,,
,,,,200,,"ParticleEmitter",,,"Spell_zap_hitSpot",,"Ground",,,,,,,
,,,,200,,"ParticleEmitter",,,"Spell_zap_hitSpot2",,"Ground",,,,,,,
,,,,100,,"ParticleEmitter",,,"Spell_zap_bolt",,"Above",,,,,,,
,,,,50,,"ParticleEmitter",,,"Spell_zap_sparks",,"Object",,,,,,,
,,,,50,,"ParticleEmitter",,,"Spell_zap_Flash",,"Ground",,,,,,,
"MegaBombExplodeSkeleton",,,1000,,"sound_GiantSkeleton_bomb_die","ParticleEmitter",,,"MagaBomb_FireRing",,"Object",,,,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_explode_smoke",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris",,"Ground",,,,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_destroyed_ground",,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris2",,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explosion_glow",,"Object",,,,,,,
"MegaBombExplodeBalloon",,,1000,,"sound_Balloon_Bomb_die","ParticleEmitter",,,"MagaBomb_FireRing",,"Object",,,,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_explode_smoke",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris",,"Ground",,,,,,,
,,,,100,,"ParticleEmitter",,,"MegaBomb_destroyed_ground",,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explode_debris2",,"Ground",,,,,,,
,,,,,,"ParticleEmitter",,,"MegaBomb_explosion_glow",,"Object",,,,,,,
"prince_deploy",,,,,"sound_prince_deploy","SWF",,,,,"Object",,100,,,,,
,,,,,"sound_prince_deploy_end","SWF",,,,,"Object",,,,,,,
,,,,,,"Effect",,,"deploy_unit_blue","Deploy_ground_fX_mediumSize","Base",,,,,,,
,,,,,,,,,,,,,60,,,,,
,,,,,,,,,,,,,60,,,,,
,,,,,,,,,,,,,60,,,,,
"prince_steps",,,,,"sound_prince_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",,100,,,,,
"prince_charge_steps",,,,,"sound_prince_charge_steps","ParticleEmitter",,,"knight_speps_dust1",,"Ground",,100,,,,,
"prince_charge",,,,,"sound_prince_charge","ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,,,,,,
,,,,,,"Filter","sc/level.sc","filter_protection",,,"Base",,,,,,,
,,,,,,"SWF","sc/effects.sc","effect_charge",,,"Above",,,,"txt","charge",,
"prince_charge_hit",,,,,"sound_prince_charge_hit","SWF",,,,,"Object",,100,,,,,
"prince_attack_start",,,,,"sound_prince_attack_start","Effect",,,,,"Object",,100,,,,,
"prince_hit",,,,,"sound_prince_hit","SWF",,,,,"Object",,100,,,,,
"prince_target",,,,,"sound_prince_target","SWF",,,,,"Above",,100,,,,,
"prince_die",,,,,,"Effect","sc/effects.sc","RoundExplosion","Death_sparkle_still1","Death_player","Object",,100,,,,,
,,,,,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Object",,100,,,,,
,,,,,,,,,,,,,100,,,,,
,,,,,,,,,,,,,100,,,,,
"prince_charge_symbol",,"true",,,,"SWF","sc/level.sc","effect_protection",,,"Above",,,,,,,
"Deploy_ground_fX_mediumSize",,,,300,,"ParticleEmitter",,,"knight_deploy_rocks_hitGround",,"Ground",,100,,,,,
,,,,300,,"ParticleEmitter",,,"knight_deploy_dustPuff1",,"Ground",,,,,,,
,,,,300,,"ParticleEmitter",,,"knight_depoy_dustShadow",,"Shadow",,60,,,,,
,,,,300,,"ParticleEmitter",,,"knight_deploy_dustPuff2",,"Object",,60,,,,,
,,,,,,,,,,,,,60,,,,,
"Deploy_ground_fx_largeSize",,,,300,,"ParticleEmitter",,,"giant_deploy_dustPuff",,"Ground",,100,,,,"giant_skeleton_deploy_enemy",
,,,,300,,"ParticleEmitter",,,"giant_deploy_rocks_hitGround",,"Ground",,,,,,,
,,,,300,,"ParticleEmitter",,,"giant_deploy_dustPuff_shadow",,"Shadow",,,,,,,
"King_player_activate_training",,,,,"sound_king_player_activate","SWF",,,,,"Object",,,,,,"King_enemy_activate_training",
,,,,,"sound_king_angry","SWF",,,,,"Object",,,,,,,
"King_enemy_activate_training",,,,,"sound_king_enemy_activate","SWF",,,,,"Object",,,,,,,
,,,,,"sound_king_happy_tower","SWF",,,,,"Object",,,,,,,
"King_player_activate",,,,,"sound_king_player_activate","SWF",,,,,"Object",,,,,,"King_enemy_activate",
,,,,,"sound_king_angry","SWF",,,,,"Object",,,,,,,
"King_player_die",,,,,"sound_king_player_die","SWF",,,,,"Object",,,,,,"King_enemy_die",
,,,2000,50,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"KingTower_destroyed_ground",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
"King_enemy_activate",,,,,"sound_king_enemy_activate","SWF",,,,,"Object",,,,,,,
,,,,,"sound_king_angry","SWF",,,,,"Object",,,,,,,
"King_enemy_die",,,,,"sound_king_enemy_die","SWF",,,,,"Object",,,,,,,
,,,2000,50,,"ParticleEmitter",,,"TargetDummy_planks",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"FireRingEmitter",,"Object",,,,,,,
,,,,250,,"ParticleEmitter",,,"TargetDummy_smoke",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TowerExplode_rockEmitter",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"KingTower_destroyed_ground",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"Big_rock_particle1",,"Object",,,,,,,
,,,,,,"ParticleEmitter",,,"TargetDummy_planks2",,"Object",,,,,,,
"King_attack",,,,,"sound_king_attack","SWF",,,,,"Object",,,,,,,
"chest_landing_gold",,,,,,"SWF",,,,,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_goldDust",,"Above",,,,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_goldDust2",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_goldBurst",,"Base",,,,,,,
"chest_landing_magic",,,,,,"SWF",,,,,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,,,
,,,,500,,"ParticleEmitter",,,"chest_landing_magicDust",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_magicFlash",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_goldFlash",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_magicBurst",,"Base",,,,,,,
"chest_landing_wood",,,,,,"SWF",,,,,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,,,
"chest_landing_iron",,,,,,"SWF",,,,,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_puff",,"Above",,,,,,,
,,,,,,"ParticleEmitter",,,"chest_landing_metalHit",,"Base",,,,,,,
"dark_arena_pot_flame",,,,,,"ParticleEmitter",,,"FlameEmitterSlow",,"Above",,100,,,,,
"xp_levelup",,,,,,"SWF",,,,,"Above",,,,,,,
,,,,500,,"ParticleEmitter",,,"xp_levelup_sparks",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"xp_levelup_flash",,"Base",,,,,,,
,,,,,,"ParticleEmitter",,,"xp_levelup_burst",,"Base",,,,,,,
"Inferno_continuous","true",,,,,"ParticleEmitter",,,"Inferno_loop1",,"Object",,100,,,,"Inferno_continuous",
,,,,300,,"ParticleEmitter",,,"Inferno_loop1",,"Object",,,,,,,
"GiantSkeleton_Bomb_deploy",,,,,"sound_GiantSkeleton_bomb_deploy","SWF",,,,,"Object",,,,,,,
"GiantSkeleton_Bomb_die",,,,,"sound_GiantSkeleton_bomb_die","Effect","sc/effects.sc","MegaBombExplode",,,"Object",,,,,,,
"Balloon_Bomb_deploy",,,,,"sound_Balloon_Bomb_deploy","SWF",,,,,"Object",,,,,,,
"Balloon_Bomb_die",,,,,"sound_Balloon_Bomb_die","Effect","sc/effects.sc","MegaBombExplode",,,"Object",,,,,,,
