"Name","ParticleCount","MinLife","MaxLife","ParticleMinInterval","ParticleMaxInterval","ParticleMinLife","ParticleMaxLife","ParticleMinAngle","ParticleMaxAngle","ParticleAngleRelativeToParent","ParticleRandomAngle","ParticleMinRadius","ParticleMaxRadius","ParticleMinSpeed","ParticleMaxSpeed","ParticleStartZ","ParticleMinVelocityZ","ParticleMaxVelocityZ","ParticleGravity","ParticleMinTailLength","ParticleMaxTailLength","ParticleResource","ParticleExportName","RotateToDirection","LoopParticleClip","StartScale","EndScale","FadeOutDuration","Inertia","EnemyVersion"
"touch_sparkle2",2,200,200,1,3,800,1500,-180,180,,,,2,5,10,,,,,50,100,"sc/effects.sc","Death_purple_sparkle1",,"true",60,10,1500,1,"Death_sparkle3_purple"
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle4",,,,,,,
"Small_rock_particle1",8,180,180,1,3,1900,1900,,360,,"true",1,2,25,35,,,,10,,,"sc/effects.sc","big_rock_particle1",,,40,40,500,10,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","big_rock_particle2",,,,,,,
"BombTower_hit_flame",50,350,350,5,10,600,800,-360,360,,"true",-2,2,1,10,,50,200,35,,,"sc/effects.sc","fireball_trail1",,,70,50,500,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,
"Rocket_Emitter_Smoketrail",55,800,800,5,10,1800,2000,-360,360,,"true",-2,2,,,,,,35,,,"sc/effects.sc","fireball_trail1",,,120,40,500,20,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,
"Rocket_Emitter_Sparks",13,800,800,,10,600,800,,360,,"true",-4,4,15,300,,,50,35,,,"sc/effects.sc","Sparkle",,,55,80,500,20,
"Rocket_Emitter_Glow",50,800,800,5,10,800,800,-360,360,,"true",-3,3,,,,,,35,,,"sc/effects.sc","fireball_trail3",,,150,20,,1,
"dragon_hit_sparks",15,190,190,1,3,800,900,-65,65,"true",,1,3,40,60,41,300,500,-2000,,20,"sc/effects.sc","SparkleBlue","true",,60,1,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,
"dragon_AttackStart_smoke",9,600,500,5,10,600,800,-360,360,"true","true",-2,2,1,10,40,50,200,35,,,"sc/effects.sc","fireball_trail1","true",,25,50,300,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,
"DragonEmitterTrail",31,1200,2000,5,10,700,900,-360,360,,"true",,,1,5,,25,150,35,,,"sc/effects.sc","fireball_trail1",,,35,60,600,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,
"dragon_trail_glow",27,800,800,5,10,600,800,-360,360,,"true",,,1,10,,50,200,35,,,"sc/effects.sc","fireball_trail3",,,55,80,500,1,
"dragon_fire_hit",11,1,1,,,100,150,-90,90,,"true",-1,3,2,2,,,,25,,,"sc/level.sc","dragon_fire_hit","true",,120,150,200,125,
"dragon_hit_smoke",10,1,1,,,600,650,-45,45,,"true",3,3,50,110,,150,200,25,,,"sc/effects.sc","fireball_trail2","true",,20,120,500,250,
"Spell_freeze_snowflake1_loop",3,180,180,2,2,1000,1000,,360,"true","true",8,9,15,10,66,,,-40,,,"sc/effects.sc","snowflake_anim",,,50,55,,,
"Spell_freeze_snowflake2_loop",2,150,150,3,3,1000,1100,,360,,,5,10,14,16,71,2,2,-180,,,"sc/effects.sc","snowflake_anim",,,50,40,100,,
"openChest_epic_stars2",22,300,300,2,9,300,800,-180,,"true",,,10,,400,44,300,900,-1000,,,"sc/effects.sc","Death_purple_sparkle1",,"true",150,10,300,30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle4",,,,,,,
"Card_upgraded_effect1",70,1,1,,1,900,1800,,360,"true",,,20,,100,,,,200,,,"sc/effects.sc","Green_sparkle1",,"true",150,10,300,30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle4",,,,,,,
"Card_upgrade_effect2",22,3000,3000,10,100,900,1800,,360,"true",,-20,20,,100,,,,200,,,"sc/effects.sc","Green_sparkle1",,"true",150,10,300,30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Green_sparkle4",,,,,,,
"Card_upgrade_effect3",15,1,1,,,2000,3800,,360,"true",,-20,20,,,,50,100,,,,"sc/effects.sc","Haze1",,"true",150,10,4000,30,
"openChest_common_effect_smoke",11,190,190,1,3,2200,5800,,360,,"true",3,8,,50,41,,50,,,,"sc/effects.sc","Smoke_puff_01","true",,40,90,8000,40,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Smoke_puff_02",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Smoke_puff_03",,,,,,,
"openChest_epic_loop1",8,300,300,10,50,300,1500,-180,,"true",,-40,50,,50,,,,,,,"sc/effects.sc","Death_purple_sparkle1",,"true",150,10,500,30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle4",,,,,,,
"tesla_hit_spark",5,200,300,20,20,500,600,,360,,"true",1,1,50,100,40,60,100,-500,,,"sc/effects.sc","Death_blue_sparkle2","true","true",20,10,300,50,
"tesla_smoke_hit",4,50,100,1,5,500,700,-90,90,,"true",,,30,50,,80,120,,,,"sc/effects.sc","d2","true",,60,80,1200,100,
"tesla_spot_hit",1,,100,,,500,700,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,150,80,,,
"tesla_electric_hit",2,450,450,50,75,400,400,-360,360,,"true",1,2,25,30,23,,,,,,"sc/effects.sc","electricity","true",,60,50,,200,
"summoner_attack_start",10,,,,,500,1500,,360,"true",,,,5,25,60,80,120,-60,,250,"sc/effects.sc","smoke_cloud_1","true","true",75,40,1800,,
"chr_wiz_hit_sparks",9,190,190,1,3,800,900,,360,,"true",1,1,60,65,20,200,300,-2000,,20,"sc/effects.sc","SparkleBlue","true",,50,1,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal4",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal3",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","particle_coal2",,,,,,,
"chr_wiz_hit_fire",8,300,300,1,1,700,700,,360,,,2,3,,5,,150,200,1250,1000,1000,"sc/effects.sc","FireParticle1",,,60,40,800,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3",,,,,,,
"chr_wiz_hit_smoke",34,100,100,1,1,800,1200,,360,,"true",1,2,10,25,,20,50,150,,,"sc/effects.sc","explosion_cloud_1","true","true",60,80,1500,,
"KingTower_destroyed_ground",1,,,,,800000,800000,,,,,,,,,,,,,,,"sc/building_tower.sc","Tower_destroyed_ground2",,,,,,,
"Spell_ligntning_smoke1",16,190,190,1,3,1000,1500,,360,,"true",2,3,30,40,42,25,25,,,,"sc/effects.sc","Smoke_puff_01","true",,35,55,800,10,
"Spell_lightning_Flash",1,,100,,5,100,150,,360,,,,,,,,,,,,,"sc/effects.sc","ExplosionGroundGlowBlue",,,80,80,50,,
"Spell_lightning_bolt",1,1,1,,,300,300,,,,,1,1,,,11,,,,,,"sc/effects.sc","lightning_bolt",,,100,100,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","lightning_bolt2",,,,,,,
"Spell_lightning_hitSpot",1,,100,,,1500,1500,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,200,200,500,,
"Spell_lightning_hitSpot2",1,,100,,,1500,1500,,,,,,,,,,,,,,,"sc/effects.sc","Deco_small_glow2",,,100,100,500,,
"Spell_lightning_sparks",10,300,300,10,10,400,600,,360,,"true",1,1,80,150,35,150,150,,,,"sc/effects.sc","Sparkle","true",,80,80,250,20,
"Spell_zap_smoke1",8,190,190,1,3,1000,1200,,360,,"true",1,2,10,25,42,10,20,,,,"sc/effects.sc","Smoke_puff_01","true",,25,35,1000,10,
"Spell_zap_hitSpot",1,,100,,,1500,2000,,,,,,,,,,,,,,,"sc/effects.sc","SparkleBlue",,,200,200,500,,
"Spell_zap_hitSpot2",1,,100,,,1000,1000,,,,,,,,,,,,,,,"sc/effects.sc","Deco_small_glow2",,,80,40,500,,
"Spell_zap_sparks",6,300,300,10,10,400,600,,360,,"true",1,1,50,150,35,50,100,-1000,,,"sc/effects.sc","Death_blue_sparkle1","true",,20,30,400,20,
"Spell_zap_Flash",1,,100,,5,100,150,,360,,,,,,,,,,,,,"sc/effects.sc","ExplosionGroundGlowBlue",,,40,40,50,,
"Spell_zap_bolt",1,1,1,,,200,250,,,,,1,1,,,11,,,,,,"sc/effects.sc","zap_bolt1",,,100,100,250,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","zap_bolt2",,,,,,,
"MegaBomb_destroyed_ground",1,,,,,5000,5000,,,,,,,,,,,,,,,"sc/building_mega_bomb.sc","bomb_destruction_state",,,100,100,1000,,
"MegaBomb_explode_smoke",10,150,200,1,3,1000,2000,,360,"true",,,2,10,25,33,90,100,,,50,"sc/effects.sc","smoke_cloud_1","true","true",200,50,1200,,
"MegaBomb_explode_debris",14,350,350,,10,600,2000,,360,"true","true",2,4,50,60,,300,1000,-3500,,,"sc/effects.sc","Rock1Particle","true",,80,90,,,
"MegaBomb_explode_debris2",5,350,350,,10,600,2000,,360,"true","true",2,4,50,60,,300,600,-1000,,,"sc/effects.sc","towerExplode_wall2","true",,80,80,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","towerExplode_wall1",,,,,,,
"MegaBomb_explosion_glow",8,100,100,1,1,450,800,,360,,"true",1,5,,,11,,,50,,,"sc/effects.sc","Deco_fireplace_glow","true",,120,100,1000,,
"MagaBomb_FireRing",16,120,250,,,200,550,100,360,,"true",-1,2,60,120,,10,150,,60,200,"sc/effects.sc","FireParticle1",,,110,50,50,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireball_trail2",,,,,,,
"Spell_lightning_Rock_debris",10,400,400,,5,800,1200,,360,,"true",,,80,100,9,200,300,-1000,,,"sc/effects.sc","Rock1Particle",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock2Particle",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Rock3Particle",,,,,,,
"Spell_lightning_Rock_debris2",5,400,400,,5,800,1200,,360,,"true",,,80,100,9,200,300,-2500,,,"sc/effects.sc","towerExplode_wall2","true",,80,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","towerExplode_wall3",,,,,,,
"Spell_lightning_electric",3,800,1200,10,50,150,200,-180,,,"true",-6,6,10,30,,,,,,,"sc/effects.sc","electricity","true","true",60,70,300,30,
"chest_landing_puff",11,190,190,1,3,2200,2500,,360,,"true",1,5,,30,,50,150,,,,"sc/effects.sc","Smoke_puff_01","true",,40,90,6000,30,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Smoke_puff_02",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Smoke_puff_03",,,,,,,
"chest_landing_goldDust",8,800,800,5,10,600,800,,360,,"true",-8,8,15,30,,100,200,35,,,"sc/effects.sc","golden_dust",,,35,10,500,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","golden_dust2",,,,,,,
"chest_landing_magicDust",16,800,800,5,10,600,800,,360,,"true",-8,8,15,30,,100,200,35,,,"sc/effects.sc","inferno_hit",,,50,10,500,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle2",,,,,,,
"chest_landing_goldDust2",8,800,800,5,10,600,800,,360,,"true",-8,8,15,30,,100,200,35,,,"sc/effects.sc","golden_dust",,,15,10,500,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","golden_dust2",,,,,,,
"chest_landing_metalHit",16,250,250,1,10,1000,1200,,360,"true","true",,2,50,80,,100,150,-1000,,,"sc/effects.sc","d4","true",,80,100,2000,10,
"chest_landing_goldFlash",2,,,,,400,500,,,"true",,,,,,,,,,,,"sc/effects.sc","Deco_small_glow","true",,100,200,,,
"chest_landing_magicFlash",1,,,,,400,500,,360,"true",,,,,,,,,,,,"sc/effects.sc","rage_effect_glow1",,,50,80,300,,
"chest_landing_magicBurst",15,1,1,,1,900,1800,,360,"true",,,10,,100,,,,200,,,"sc/effects.sc","inferno_hit",,"true",100,10,300,50,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_purple_sparkle2",,,,,,,
"chest_landing_goldBurst",15,1,1,,1,900,1800,,360,"true",,,10,,100,,,,200,,,"sc/effects.sc","golden_dust2",,"true",50,10,300,50,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","golden_dust",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Deco_small_glow2",,,,,,,
"openChest_get_rare",25,200,200,,10,400,550,,360,,"true",1,5,200,250,40,150,250,-50,,,"sc/effects.sc","Sparkle",,,200,300,,,
"balloon_die_puff",11,,,,,800,1000,,360,,"true",2,3,15,20,97,100,120,25,,,"sc/effects.sc","tower_destr_cloud_1",,,,,900,,
"ballon_die_smoke",17,100,100,1,1,1000,1500,,360,,"true",,3,10,35,157,50,60,50,,,"sc/effects.sc","smoke_cloud_1","true","true",60,125,3000,25,
"FlameEmitterSlow",8,,,170,200,1600,1800,,,,,,,,,50,50,60,,,,"sc/effects.sc","FireParticle1",,,100,60,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2",,,100,60,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3",,,100,60,,,
"xp_levelup_flash",8,,,,,500,800,,360,"true",,,,100,,,,,,,,"sc/effects.sc","Death_blue_smoke",,,50,300,600,,
"xp_levelup_burst",23,1,1,,1,900,1800,,360,"true",,,10,100,250,,,,100,,,"sc/effects.sc","Death_blue_sparkle2",,"true",100,10,300,50,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle4",,,,,,,
"xp_levelup_sparks",16,800,800,5,10,600,800,,360,,"true",-8,8,50,80,,100,200,35,,,"sc/effects.sc","Death_blue_sparkle2",,,50,10,500,1,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","Death_blue_sparkle3",,,,,,,
"Inferno_loop1",8,410,800,1,10,300,700,,360,"true","true",2,2,,5,,,100,60,,,"sc/effects.sc","FireParticle1_small",,"true",150,50,300,25,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle2_small",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3_small",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireplace_particle",,,,,,,
"Inferno_loop2",2,450,750,20,50,200,200,,360,,"true",3,3,1,5,,,,200,,,"sc/effects.sc","FireParticle2_small",,"true",160,50,200,,"Tower_fire_glow1_enemy"
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","FireParticle3_small",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"sc/effects.sc","fireplace_particle",,,,,,,
